school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,18,U,LE3,T,1,1,OTHER,OTHER,COURSE,MOTHER,1,1,3,NO,NO,NO,NO,YES,NO,YES,YES,2,3,5,2,5,4,0,6,5,0
GP,M,16,U,LE3,T,2,1,AT_HOME,OTHER,COURSE,MOTHER,1,1,1,NO,NO,NO,YES,YES,YES,NO,YES,4,4,4,3,5,5,6,12,13,14
GP,F,15,R,GT3,T,3,3,SERVICES,SERVICES,REPUTATION,OTHER,2,3,2,NO,YES,YES,YES,YES,YES,YES,YES,4,2,1,2,3,3,8,10,10,10
GP,M,19,U,GT3,T,3,2,SERVICES,AT_HOME,HOME,MOTHER,1,1,3,NO,YES,NO,NO,YES,NO,YES,YES,4,5,4,1,1,4,0,5,0,0
GP,F,17,U,GT3,T,4,4,OTHER,TEACHER,COURSE,MOTHER,1,1,0,YES,YES,NO,NO,YES,YES,NO,YES,4,2,1,1,1,4,0,11,11,12
GP,M,15,R,GT3,T,2,3,AT_HOME,SERVICES,COURSE,MOTHER,1,2,0,YES,NO,YES,YES,YES,YES,NO,NO,4,4,4,1,1,1,2,11,8,8
GP,M,17,R,LE3,T,1,2,OTHER,OTHER,REPUTATION,MOTHER,1,1,0,NO,NO,NO,NO,YES,YES,NO,NO,2,2,2,3,3,5,8,16,12,13
GP,F,18,R,GT3,T,1,1,AT_HOME,OTHER,COURSE,MOTHER,3,1,3,NO,YES,NO,YES,NO,YES,NO,NO,5,2,5,1,5,4,6,9,8,10
GP,M,16,R,GT3,T,2,2,AT_HOME,OTHER,COURSE,MOTHER,3,1,0,NO,NO,NO,NO,NO,YES,NO,NO,4,2,2,1,2,3,2,17,15,15
GP,M,16,U,GT3,T,3,3,OTHER,SERVICES,COURSE,FATHER,1,2,1,NO,YES,YES,NO,YES,YES,YES,YES,4,5,5,4,4,5,4,10,12,12
GP,M,17,R,LE3,T,2,1,AT_HOME,OTHER,COURSE,MOTHER,2,1,2,NO,NO,NO,YES,YES,NO,YES,YES,3,3,2,2,2,5,0,7,6,0
GP,M,15,R,GT3,T,3,2,OTHER,OTHER,COURSE,MOTHER,2,2,2,YES,YES,NO,NO,YES,YES,YES,YES,4,4,4,1,4,3,6,5,9,7
GP,M,16,U,LE3,T,1,2,OTHER,OTHER,COURSE,MOTHER,2,1,1,NO,NO,NO,YES,YES,YES,NO,NO,4,4,4,2,4,5,0,7,0,0
GP,M,17,U,GT3,T,1,3,AT_HOME,SERVICES,COURSE,FATHER,1,1,0,NO,NO,NO,NO,YES,NO,YES,NO,5,3,3,1,4,2,2,10,10,10
GP,M,17,R,LE3,T,1,1,OTHER,SERVICES,COURSE,MOTHER,4,2,3,NO,NO,NO,YES,YES,NO,NO,YES,5,3,5,1,5,5,0,5,8,7
GP,M,16,U,GT3,T,3,2,SERVICES,SERVICES,COURSE,MOTHER,2,1,1,NO,YES,NO,YES,NO,NO,NO,NO,4,5,2,1,1,2,16,12,11,12
GP,M,16,U,GT3,T,2,2,OTHER,OTHER,COURSE,FATHER,1,2,0,NO,NO,NO,NO,YES,NO,YES,NO,4,3,5,2,4,4,4,10,10,10
GP,F,16,U,GT3,T,4,2,HEALTH,SERVICES,HOME,FATHER,1,2,0,NO,NO,YES,NO,YES,YES,YES,YES,4,2,3,1,1,3,0,14,15,16
GP,F,16,U,GT3,T,2,2,OTHER,OTHER,HOME,MOTHER,1,2,0,NO,YES,YES,NO,NO,YES,YES,NO,5,1,5,1,1,4,0,6,7,0
GP,F,16,U,GT3,T,4,4,HEALTH,HEALTH,REPUTATION,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,YES,4,4,2,1,1,3,0,14,14,14
GP,M,16,U,GT3,T,3,4,OTHER,OTHER,COURSE,FATHER,3,1,2,NO,YES,NO,YES,NO,YES,YES,NO,3,4,5,2,4,2,0,6,5,0
GP,M,16,U,GT3,T,1,0,OTHER,OTHER,REPUTATION,MOTHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,YES,4,3,2,1,1,3,2,13,15,16
GP,M,17,U,LE3,T,4,4,TEACHER,OTHER,REPUTATION,MOTHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,NO,4,4,4,1,3,5,0,13,11,10
GP,F,16,U,GT3,T,1,3,AT_HOME,SERVICES,HOME,MOTHER,1,2,3,NO,NO,NO,YES,NO,YES,YES,YES,4,3,5,1,1,3,0,8,7,0
GP,F,16,U,LE3,T,3,3,OTHER,OTHER,REPUTATION,MOTHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,NO,4,4,5,1,1,4,4,10,11,9
GP,M,17,U,LE3,T,4,3,TEACHER,OTHER,COURSE,MOTHER,2,2,0,NO,NO,YES,YES,YES,YES,YES,NO,4,4,4,4,4,4,4,10,9,9
GP,F,16,U,GT3,T,2,2,SERVICES,OTHER,REPUTATION,MOTHER,2,2,0,NO,NO,YES,YES,NO,YES,YES,NO,3,4,4,1,4,5,2,13,13,11
GP,M,17,U,GT3,T,3,3,OTHER,OTHER,REPUTATION,FATHER,1,2,0,NO,NO,NO,YES,NO,YES,YES,NO,4,3,4,1,4,4,4,6,5,6
GP,M,16,R,GT3,T,4,2,TEACHER,SERVICES,OTHER,MOTHER,1,1,0,NO,YES,NO,YES,YES,YES,YES,YES,4,3,3,3,4,3,10,10,8,9
GP,M,17,U,GT3,T,4,3,OTHER,OTHER,COURSE,MOTHER,1,2,0,NO,YES,NO,YES,YES,YES,YES,YES,5,2,3,1,1,2,4,10,10,11
GP,M,16,U,GT3,T,4,3,TEACHER,OTHER,HOME,MOTHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,NO,3,4,3,2,3,3,10,9,8,8
GP,M,16,U,GT3,T,3,3,SERVICES,OTHER,HOME,MOTHER,1,2,0,NO,NO,YES,YES,YES,YES,YES,YES,4,2,3,1,2,3,2,12,13,12
GP,F,17,U,GT3,T,2,4,SERVICES,SERVICES,REPUTATION,FATHER,1,2,0,NO,YES,NO,YES,YES,YES,NO,NO,5,4,2,2,3,5,0,16,17,17
GP,F,17,U,LE3,T,3,3,OTHER,OTHER,REPUTATION,MOTHER,1,2,0,NO,YES,NO,YES,YES,YES,YES,YES,5,3,3,2,3,1,56,9,9,8
GP,F,16,U,GT3,T,3,2,OTHER,OTHER,REPUTATION,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,NO,1,2,2,1,2,1,14,12,13,12
GP,M,17,U,GT3,T,3,3,SERVICES,SERVICES,OTHER,MOTHER,1,2,0,NO,YES,NO,YES,YES,YES,YES,YES,4,3,4,2,3,4,12,12,12,11
GP,M,16,U,GT3,T,1,2,SERVICES,SERVICES,OTHER,MOTHER,1,1,0,NO,YES,YES,YES,YES,YES,YES,YES,3,3,3,1,2,3,2,11,12,11
GP,M,16,U,LE3,T,2,1,OTHER,OTHER,COURSE,MOTHER,1,2,0,NO,NO,YES,YES,YES,YES,YES,YES,4,2,3,1,2,5,0,15,15,15
GP,F,17,U,GT3,A,3,3,HEALTH,OTHER,REPUTATION,MOTHER,1,2,0,NO,YES,NO,NO,NO,YES,YES,YES,3,3,3,1,3,3,6,8,7,9
GP,M,17,R,GT3,T,1,2,AT_HOME,OTHER,HOME,MOTHER,1,2,0,NO,NO,NO,NO,YES,YES,NO,NO,3,1,3,1,5,3,4,8,9,10
GP,F,16,U,GT3,T,2,3,SERVICES,SERVICES,COURSE,MOTHER,1,2,0,NO,NO,NO,NO,YES,YES,YES,NO,4,3,3,1,1,2,10,11,12,13
GP,F,17,U,GT3,T,1,1,AT_HOME,SERVICES,COURSE,MOTHER,1,2,0,NO,NO,NO,YES,YES,YES,YES,NO,5,3,3,1,1,3,0,8,8,9
GP,M,17,U,GT3,T,1,2,AT_HOME,SERVICES,OTHER,OTHER,2,2,0,NO,NO,YES,YES,NO,YES,YES,NO,4,4,4,4,5,5,12,7,8,8
GP,M,16,R,GT3,T,3,3,SERVICES,SERVICES,REPUTATION,MOTHER,1,1,0,NO,YES,NO,YES,YES,YES,YES,NO,4,3,2,3,4,5,8,8,9,10
GP,M,16,U,GT3,T,2,3,OTHER,OTHER,HOME,FATHER,2,1,0,NO,NO,NO,NO,YES,YES,YES,NO,5,3,3,1,1,3,0,13,14,14
GP,F,17,U,LE3,T,2,4,SERVICES,SERVICES,COURSE,FATHER,1,2,0,NO,NO,NO,YES,YES,YES,YES,YES,4,3,2,1,1,5,0,14,15,15
GP,M,17,U,GT3,T,4,4,SERVICES,TEACHER,HOME,MOTHER,1,1,0,NO,NO,NO,NO,YES,YES,YES,NO,5,2,3,1,2,5,4,17,15,16
GP,M,16,R,LE3,T,3,3,TEACHER,OTHER,HOME,FATHER,3,1,0,NO,YES,YES,YES,YES,YES,YES,NO,3,3,4,3,5,3,8,9,9,10
GP,F,17,U,GT3,T,4,4,SERVICES,TEACHER,HOME,MOTHER,2,1,1,NO,YES,NO,NO,YES,YES,YES,NO,4,2,4,2,3,2,24,18,18,18
GP,F,16,U,LE3,T,4,4,TEACHER,TEACHER,REPUTATION,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,NO,4,5,2,1,2,3,0,9,9,10
GP,F,16,U,GT3,T,4,3,HEALTH,OTHER,HOME,MOTHER,1,2,0,NO,YES,NO,YES,YES,YES,YES,NO,4,3,5,1,5,2,2,16,16,16
GP,F,16,U,GT3,T,2,3,OTHER,OTHER,REPUTATION,MOTHER,1,2,0,YES,YES,YES,YES,YES,YES,NO,NO,4,4,3,1,3,4,6,8,10,10
GP,F,17,U,GT3,T,1,1,OTHER,OTHER,COURSE,MOTHER,1,2,0,NO,YES,YES,NO,NO,YES,NO,NO,4,4,4,1,3,1,4,9,9,10
GP,F,17,R,GT3,T,2,2,OTHER,OTHER,REPUTATION,MOTHER,1,1,0,NO,YES,NO,NO,YES,YES,YES,NO,5,3,2,1,2,3,18,7,6,6
GP,F,16,R,GT3,T,2,2,SERVICES,SERVICES,REPUTATION,MOTHER,2,4,0,NO,YES,YES,YES,NO,YES,YES,NO,5,3,5,1,1,5,6,10,10,11
GP,F,17,U,GT3,T,3,4,AT_HOME,SERVICES,HOME,MOTHER,1,3,1,NO,YES,YES,NO,YES,YES,YES,YES,4,4,3,3,4,5,28,10,9,9
GP,F,16,U,GT3,A,3,1,SERVICES,OTHER,COURSE,MOTHER,1,2,3,NO,YES,YES,NO,YES,YES,YES,NO,2,3,3,2,2,4,5,7,7,7
GP,F,16,U,GT3,T,4,3,TEACHER,OTHER,OTHER,MOTHER,1,2,0,NO,NO,YES,YES,YES,YES,YES,YES,1,3,2,1,1,1,10,11,12,13
GP,F,16,U,GT3,T,1,1,AT_HOME,OTHER,HOME,MOTHER,2,1,0,NO,YES,YES,NO,YES,YES,NO,NO,4,3,2,1,4,5,6,9,9,10
GP,F,17,R,GT3,T,4,3,TEACHER,OTHER,REPUTATION,MOTHER,2,3,0,NO,YES,YES,YES,YES,YES,YES,YES,4,4,2,1,1,4,6,7,7,7
GP,F,19,U,GT3,T,3,3,OTHER,OTHER,REPUTATION,OTHER,1,4,0,NO,YES,YES,YES,YES,YES,YES,NO,4,3,3,1,2,3,10,8,8,8
GP,M,17,U,LE3,T,4,4,SERVICES,OTHER,HOME,MOTHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,YES,5,3,5,4,5,3,13,12,12,13
GP,F,16,U,GT3,A,2,2,OTHER,OTHER,REPUTATION,MOTHER,1,2,0,YES,YES,YES,NO,YES,YES,YES,NO,3,3,4,1,1,4,0,12,13,14
GP,M,18,U,GT3,T,2,2,SERVICES,OTHER,HOME,MOTHER,1,2,1,NO,YES,YES,YES,YES,YES,YES,NO,4,4,4,2,4,5,15,6,7,8
GP,F,17,R,LE3,T,4,4,SERVICES,OTHER,OTHER,MOTHER,1,1,0,NO,YES,YES,NO,YES,YES,NO,NO,5,2,1,1,2,3,12,8,10,10
GP,F,17,U,LE3,T,3,2,OTHER,OTHER,REPUTATION,MOTHER,2,2,0,NO,NO,YES,NO,YES,YES,YES,NO,4,4,4,1,3,1,2,14,15,15
GP,F,17,U,GT3,T,4,3,OTHER,OTHER,REPUTATION,MOTHER,1,2,2,NO,NO,YES,NO,YES,YES,YES,YES,3,4,5,2,4,1,22,6,6,4
GP,M,18,U,LE3,T,3,3,SERVICES,HEALTH,HOME,FATHER,1,2,1,NO,YES,YES,NO,YES,YES,YES,NO,3,2,4,2,4,4,13,6,6,8
GP,F,17,U,GT3,T,2,3,AT_HOME,OTHER,HOME,FATHER,2,1,0,NO,YES,YES,NO,YES,YES,NO,NO,3,3,3,1,4,3,3,7,7,8
GP,F,17,U,GT3,T,2,2,AT_HOME,AT_HOME,COURSE,MOTHER,1,3,0,NO,YES,YES,YES,YES,YES,YES,NO,4,3,3,1,1,4,4,9,10,10
GP,F,17,R,GT3,T,2,1,AT_HOME,SERVICES,REPUTATION,MOTHER,2,2,0,NO,YES,NO,YES,YES,YES,YES,NO,4,2,5,1,2,5,2,6,6,6
GP,F,17,U,GT3,T,1,1,AT_HOME,OTHER,REPUTATION,MOTHER,1,3,1,NO,YES,NO,YES,YES,YES,NO,YES,4,3,4,1,1,5,0,6,5,0
GP,F,16,U,GT3,T,2,3,SERVICES,TEACHER,OTHER,MOTHER,1,2,0,YES,NO,NO,NO,YES,YES,YES,NO,2,3,1,1,1,3,2,16,16,17
GP,M,18,U,GT3,T,2,2,OTHER,OTHER,HOME,MOTHER,2,2,0,NO,YES,YES,NO,YES,YES,YES,NO,3,3,3,5,5,4,0,12,13,13
GP,F,16,U,GT3,T,4,4,TEACHER,SERVICES,HOME,MOTHER,1,3,0,NO,YES,NO,YES,NO,YES,YES,NO,5,3,2,1,1,5,0,13,13,14
GP,F,18,R,GT3,T,3,1,OTHER,OTHER,REPUTATION,MOTHER,1,2,1,NO,NO,NO,YES,YES,YES,YES,YES,5,3,3,1,1,4,16,9,8,7
GP,F,17,U,GT3,T,3,2,OTHER,OTHER,COURSE,MOTHER,1,2,0,NO,NO,NO,YES,NO,YES,YES,NO,5,3,4,1,3,3,10,16,15,15
GP,M,17,U,LE3,T,2,3,SERVICES,SERVICES,REPUTATION,FATHER,1,2,0,NO,YES,YES,NO,NO,YES,YES,NO,5,3,3,1,3,3,2,12,11,12
GP,M,18,U,LE3,T,2,1,AT_HOME,OTHER,COURSE,MOTHER,4,2,0,YES,YES,YES,YES,YES,YES,YES,YES,4,3,2,4,5,3,14,10,8,9
GP,F,17,U,GT3,A,2,1,OTHER,OTHER,COURSE,MOTHER,2,3,0,NO,NO,NO,YES,YES,YES,YES,YES,3,2,3,1,2,3,10,12,10,12
GP,F,17,U,LE3,T,4,3,HEALTH,OTHER,REPUTATION,FATHER,1,2,0,NO,NO,NO,YES,YES,YES,YES,YES,3,2,3,1,2,3,14,13,13,14
GP,M,17,R,GT3,T,2,2,OTHER,OTHER,COURSE,FATHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,NO,4,5,2,1,1,1,4,11,11,11
GP,M,17,U,GT3,T,4,4,TEACHER,TEACHER,REPUTATION,MOTHER,1,2,0,YES,YES,NO,YES,YES,YES,YES,YES,4,5,5,1,3,2,14,11,9,9
GP,M,16,U,GT3,T,4,4,HEALTH,OTHER,REPUTATION,FATHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,NO,4,2,4,2,4,1,2,14,13,13
GP,M,16,U,LE3,T,1,1,OTHER,OTHER,HOME,MOTHER,2,2,0,NO,YES,YES,NO,YES,YES,YES,NO,3,4,2,1,1,5,18,9,7,6
GP,M,16,U,GT3,T,3,2,AT_HOME,OTHER,REPUTATION,MOTHER,2,3,0,NO,NO,NO,YES,YES,YES,YES,YES,5,3,3,1,3,2,10,11,9,10
GP,M,17,U,LE3,T,2,2,OTHER,OTHER,HOME,FATHER,1,2,0,NO,NO,YES,YES,NO,YES,YES,YES,4,4,2,5,5,4,4,14,13,13
GP,F,16,U,GT3,T,2,1,OTHER,OTHER,HOME,MOTHER,1,1,0,NO,NO,NO,NO,YES,YES,YES,YES,4,5,2,1,1,5,20,13,12,12
GP,F,17,R,GT3,T,2,1,AT_HOME,SERVICES,COURSE,MOTHER,3,2,0,NO,NO,NO,YES,YES,YES,NO,NO,2,1,1,1,1,3,2,13,11,11
GP,M,18,U,GT3,T,2,2,OTHER,SERVICES,REPUTATION,FATHER,1,2,1,NO,NO,NO,NO,YES,NO,YES,NO,5,5,4,3,5,2,0,7,7,0
GP,M,17,U,LE3,T,4,3,HEALTH,OTHER,COURSE,MOTHER,2,2,0,NO,NO,NO,YES,YES,YES,YES,YES,2,5,5,1,4,5,14,12,12,12
GP,M,17,R,LE3,A,4,4,TEACHER,OTHER,COURSE,MOTHER,2,2,0,NO,YES,YES,NO,YES,YES,YES,NO,3,3,3,2,3,4,2,10,11,12
GP,M,16,U,LE3,T,4,3,TEACHER,OTHER,COURSE,MOTHER,1,1,0,NO,NO,NO,YES,NO,YES,YES,NO,5,4,5,1,1,3,0,6,0,0
GP,M,16,U,GT3,T,4,4,SERVICES,SERVICES,COURSE,MOTHER,1,1,0,NO,NO,NO,YES,YES,YES,YES,NO,5,3,2,1,2,5,0,13,12,12
GP,F,18,U,GT3,T,2,1,OTHER,OTHER,COURSE,OTHER,2,3,0,NO,YES,YES,NO,NO,YES,YES,YES,4,4,4,1,1,3,0,7,0,0
GP,M,16,U,GT3,T,2,1,OTHER,OTHER,COURSE,MOTHER,3,1,0,NO,NO,NO,NO,YES,YES,YES,NO,4,3,3,1,1,4,6,18,18,18
GP,M,17,U,GT3,T,2,3,OTHER,OTHER,COURSE,FATHER,2,1,0,NO,NO,NO,NO,YES,YES,YES,NO,5,2,2,1,1,2,4,12,12,13
GP,M,22,U,GT3,T,3,1,SERVICES,SERVICES,OTHER,MOTHER,1,1,3,NO,NO,NO,NO,NO,NO,YES,YES,5,4,5,5,5,1,16,6,8,8
GP,M,18,R,LE3,T,3,3,OTHER,SERVICES,COURSE,MOTHER,1,2,1,NO,YES,NO,NO,YES,YES,YES,YES,4,3,3,1,3,5,8,3,5,5
GP,M,16,U,GT3,T,0,2,OTHER,OTHER,OTHER,MOTHER,1,1,0,NO,NO,YES,NO,NO,YES,YES,NO,4,3,2,2,4,5,0,13,15,15
GP,M,18,U,GT3,T,3,2,SERVICES,OTHER,COURSE,MOTHER,2,1,1,NO,NO,NO,NO,YES,NO,YES,NO,4,4,5,2,4,5,0,6,8,8
GP,M,16,U,GT3,T,3,3,AT_HOME,OTHER,REPUTATION,OTHER,3,2,0,YES,YES,NO,NO,NO,YES,YES,NO,5,3,3,1,3,2,6,7,10,10
GP,M,18,U,GT3,T,2,1,SERVICES,SERVICES,OTHER,MOTHER,1,1,1,NO,NO,NO,NO,NO,NO,YES,NO,3,2,5,2,5,5,4,6,9,8
GP,M,16,R,GT3,T,2,1,OTHER,OTHER,COURSE,MOTHER,2,1,0,NO,NO,NO,YES,NO,YES,NO,NO,3,3,2,1,3,3,0,8,9,8
GP,M,17,R,GT3,T,2,1,OTHER,OTHER,COURSE,MOTHER,1,1,0,NO,NO,NO,NO,NO,YES,YES,NO,4,4,2,2,4,5,0,8,12,12
GP,M,17,U,LE3,T,1,1,HEALTH,OTHER,COURSE,MOTHER,2,1,1,NO,YES,NO,YES,YES,YES,YES,NO,4,4,4,1,2,5,2,7,9,8
GP,F,17,U,LE3,T,4,2,TEACHER,SERVICES,REPUTATION,MOTHER,1,4,0,NO,YES,YES,YES,YES,YES,YES,NO,4,2,3,1,1,4,6,14,12,13
GP,M,19,U,LE3,A,4,3,SERVICES,AT_HOME,REPUTATION,MOTHER,1,2,0,NO,YES,NO,NO,YES,YES,YES,NO,4,3,1,1,1,1,12,11,11,11
GP,M,18,U,GT3,T,2,1,OTHER,OTHER,HOME,MOTHER,1,2,0,NO,NO,NO,YES,YES,YES,YES,NO,5,2,4,1,2,4,8,15,14,14
GP,F,17,U,LE3,T,2,2,SERVICES,SERVICES,COURSE,FATHER,1,4,0,NO,NO,YES,YES,YES,YES,YES,YES,3,4,1,1,1,2,0,10,9,0
GP,F,18,U,GT3,T,4,3,SERVICES,OTHER,HOME,FATHER,1,2,0,NO,YES,YES,NO,YES,YES,YES,YES,3,1,2,1,3,2,21,17,18,18
GP,M,18,U,GT3,T,4,3,TEACHER,OTHER,COURSE,MOTHER,1,2,0,NO,YES,YES,NO,NO,YES,YES,NO,4,3,2,1,1,3,2,8,8,8
GP,M,18,R,GT3,T,3,2,OTHER,OTHER,COURSE,MOTHER,1,3,0,NO,NO,NO,YES,NO,YES,NO,NO,5,3,2,1,1,3,1,13,12,12
GP,F,17,U,GT3,T,3,3,OTHER,OTHER,HOME,MOTHER,1,3,0,NO,NO,NO,YES,NO,YES,NO,NO,3,2,3,1,1,4,4,10,9,9
GP,F,18,U,GT3,T,2,2,AT_HOME,SERVICES,HOME,MOTHER,1,3,0,NO,YES,YES,YES,YES,YES,YES,YES,4,3,3,1,1,3,0,9,10,0
GP,M,18,R,LE3,A,3,4,OTHER,OTHER,REPUTATION,MOTHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,NO,4,2,5,3,4,1,13,17,17,17
GP,M,17,U,GT3,T,3,1,SERVICES,OTHER,OTHER,MOTHER,1,2,0,NO,NO,YES,YES,YES,YES,YES,YES,5,4,4,3,4,5,2,9,9,10
GP,F,18,R,GT3,T,4,4,TEACHER,OTHER,REPUTATION,MOTHER,2,2,0,NO,NO,YES,YES,YES,YES,YES,NO,4,3,4,2,2,4,8,12,10,11
GP,M,18,U,GT3,T,4,2,HEALTH,OTHER,REPUTATION,FATHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,YES,5,4,5,1,3,5,10,10,9,10
GP,F,18,R,GT3,T,2,1,OTHER,OTHER,REPUTATION,MOTHER,2,2,0,NO,YES,NO,NO,YES,NO,YES,YES,4,3,5,1,2,3,0,6,0,0
GP,F,19,U,GT3,T,3,3,OTHER,SERVICES,HOME,OTHER,1,2,2,NO,YES,YES,YES,YES,YES,YES,NO,4,3,5,3,3,5,15,9,9,9
GP,F,18,U,GT3,T,2,3,OTHER,SERVICES,REPUTATION,FATHER,1,4,0,NO,YES,YES,YES,YES,YES,YES,YES,4,5,5,1,3,2,4,15,14,14
GP,F,18,U,LE3,T,1,1,OTHER,OTHER,HOME,MOTHER,2,2,0,NO,YES,YES,NO,NO,YES,NO,NO,4,4,3,1,1,3,2,11,11,11
GP,M,17,R,GT3,T,1,2,AT_HOME,AT_HOME,HOME,MOTHER,1,2,0,NO,YES,YES,YES,NO,YES,NO,YES,3,5,2,2,2,1,2,15,14,14
GP,F,17,U,GT3,T,2,4,AT_HOME,HEALTH,REPUTATION,MOTHER,2,2,0,NO,YES,YES,NO,YES,YES,YES,YES,4,3,3,1,1,1,2,10,10,10
GP,F,17,U,LE3,T,2,2,SERVICES,OTHER,COURSE,MOTHER,2,2,0,YES,YES,YES,NO,YES,YES,YES,YES,4,4,4,2,3,5,6,12,12,12
GP,F,18,R,GT3,A,3,2,OTHER,SERVICES,HOME,MOTHER,2,2,0,NO,NO,NO,NO,NO,NO,YES,YES,4,1,1,1,1,5,75,10,9,9
GP,M,18,U,GT3,T,4,4,TEACHER,SERVICES,HOME,MOTHER,2,1,0,NO,NO,YES,YES,YES,YES,YES,NO,3,2,4,1,4,3,22,9,9,9
GP,F,18,U,GT3,T,4,4,HEALTH,HEALTH,REPUTATION,FATHER,1,2,1,YES,YES,NO,YES,YES,YES,YES,YES,2,4,4,1,1,4,15,9,8,8
GP,M,18,U,LE3,T,4,3,TEACHER,SERVICES,COURSE,MOTHER,2,1,0,NO,NO,YES,YES,YES,YES,YES,NO,4,2,3,1,2,1,8,10,11,10
GP,M,17,U,LE3,A,4,1,SERVICES,OTHER,HOME,MOTHER,2,1,0,NO,NO,YES,YES,YES,YES,YES,YES,4,5,4,2,4,5,30,8,8,8
GP,M,17,U,LE3,A,3,2,TEACHER,SERVICES,HOME,MOTHER,1,1,1,NO,NO,NO,NO,YES,YES,YES,NO,4,4,4,3,4,3,19,11,9,10
GP,F,18,R,LE3,T,1,1,AT_HOME,OTHER,REPUTATION,MOTHER,2,4,0,NO,YES,YES,YES,YES,YES,NO,NO,5,2,2,1,1,3,1,12,12,12
GP,F,18,U,GT3,T,1,1,OTHER,OTHER,HOME,MOTHER,2,2,0,YES,NO,NO,YES,YES,YES,YES,NO,5,4,4,1,1,4,4,8,9,10
GP,F,17,U,GT3,T,2,2,OTHER,OTHER,COURSE,MOTHER,1,2,0,NO,YES,NO,NO,NO,YES,YES,NO,5,4,5,1,2,5,4,10,9,11
GP,M,17,U,GT3,T,1,1,OTHER,OTHER,REPUTATION,FATHER,1,2,0,NO,NO,YES,NO,NO,YES,YES,NO,4,3,3,1,2,4,2,12,10,11
GP,F,18,U,GT3,T,2,2,AT_HOME,AT_HOME,OTHER,MOTHER,1,3,0,NO,YES,YES,NO,YES,YES,YES,NO,4,3,3,1,2,2,5,18,18,19
GP,F,17,U,GT3,T,1,1,SERVICES,TEACHER,REPUTATION,MOTHER,1,3,0,NO,YES,YES,NO,YES,YES,YES,NO,4,3,3,1,1,3,6,13,12,12
GP,M,18,U,GT3,T,2,1,SERVICES,SERVICES,REPUTATION,MOTHER,1,3,0,NO,NO,YES,YES,YES,YES,YES,NO,4,2,4,1,3,2,6,15,14,14
GP,M,18,U,LE3,A,4,4,TEACHER,TEACHER,REPUTATION,MOTHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,NO,5,4,3,1,1,2,9,15,13,15
GP,M,18,U,GT3,T,4,2,TEACHER,OTHER,HOME,MOTHER,1,2,0,NO,YES,YES,YES,YES,YES,YES,YES,4,3,2,1,4,5,11,12,11,11
GP,F,17,U,GT3,T,4,3,HEALTH,SERVICES,REPUTATION,MOTHER,1,3,0,NO,YES,YES,NO,YES,YES,YES,NO,4,2,2,1,2,3,0,15,15,15
GP,F,18,U,LE3,T,2,1,SERVICES,AT_HOME,REPUTATION,MOTHER,1,2,1,NO,NO,NO,NO,YES,YES,YES,YES,5,4,3,1,1,5,12,12,12,13
GP,F,17,R,LE3,T,3,1,SERVICES,OTHER,REPUTATION,MOTHER,2,4,0,NO,YES,YES,NO,YES,YES,NO,NO,3,1,2,1,1,3,6,18,18,18
GP,M,18,R,LE3,T,3,2,SERVICES,OTHER,REPUTATION,MOTHER,2,3,0,NO,YES,YES,YES,YES,YES,YES,NO,5,4,2,1,1,4,8,14,13,14
GP,M,17,U,GT3,T,3,3,HEALTH,OTHER,HOME,MOTHER,1,1,0,NO,YES,YES,NO,YES,YES,YES,NO,4,4,3,1,3,5,4,14,12,11
GP,F,19,U,GT3,T,4,4,HEALTH,OTHER,REPUTATION,OTHER,2,2,0,NO,YES,YES,YES,YES,YES,YES,NO,2,3,4,2,3,2,0,10,9,0
GP,F,18,U,LE3,T,4,3,OTHER,OTHER,HOME,OTHER,2,2,0,NO,YES,YES,NO,YES,YES,YES,YES,4,4,5,1,2,2,10,10,8,8
GP,F,18,U,GT3,T,4,3,OTHER,OTHER,REPUTATION,FATHER,1,4,0,NO,YES,YES,NO,YES,YES,YES,NO,4,3,3,1,1,3,0,14,13,14
GP,M,18,U,LE3,T,4,4,TEACHER,TEACHER,HOME,MOTHER,1,1,0,NO,YES,YES,NO,YES,YES,YES,YES,1,4,2,2,2,1,5,16,15,16
GP,F,18,U,LE3,A,4,4,HEALTH,OTHER,HOME,MOTHER,1,2,0,NO,YES,NO,NO,YES,YES,YES,YES,4,2,4,1,1,4,14,12,10,11
